quest_id,name_en,category,rank,stars,quest_type,location_en,zenny,objective_en,description_en
63003,Vespoid Infestation!,challenge,LR,2,hunt,Special Arena,2160,Slay all target monsters,"In the monster corner: Two fringed contenders guaranteed to ruffle your feathers! Below the belt shots are allowed! You're the only one with a belt, so watch out!"
63001,Challenge Quest 1: Beginner,challenge,LR,2,hunt,Special Arena,1080,Slay all target monsters,"In the monster corner: A Paolumu and Tobi-Kadachi tag team! One zips and zaps while the other drifts and flips! Wouldn't you know it, they make good enemies, but better friends!"
63002,Challenge Quest 2: Beginner,challenge,LR,4,hunt,Arena,1080,Slay all target monsters,"In the monster corner: A Rathalos and Tzitzi-Ya-Ku tag team! Fighting a war on two fronts is never fun, but maybe one of the monsters can *ahem* shed some light on a viable strategy!"
63031,Challenge Quest 1: Intermediate,challenge,HR,7,hunt,Arena,2160,Slay 2 Odogaron,In the monster corner: A double dose of Odogaron! Any hunter brave enough to step into their penitentiary should prepare for the most brutal of sentences!
63032,Challenge Quest 2: Intermediate,challenge,HR,7,hunt,Special Arena,2160,Slay all target monsters,In the monster corner: A Bazelgeuse-Uragaan tag team! You're walking into a literal minefield with these two around! Watch your step and you won't get blown up!
63051,Challenge Quest 1: Expert,challenge,HR,9,hunt,Arena,4320,Slay Nergigante,"In the monster corner: Nergigante, the Divebombing Demon, the Prickly Punisher, the Barbed Brawler. It's half past time for the Eater of Elder's next meal, and you're on the menu!"
63052,Challenge Quest 2: Expert,challenge,HR,9,hunt,Special Arena,4320,Hunt a Beotodus,"Ready to get exploring, Pard? I can hardly imagine what secrets are hidden beneath the snow! I'll find a place for the airship to land, you secure the area!"
1101,Baptism by Ice,assigned,MR,1,hunt,Hoarfrost Reach,14400,Hunt a Banbaro,"I've arranged a shipment of supplies from Astera, which should arrive at any moment. We'll need you to secure the Hoarfrost Reach to ensure it arrives safely. Don't forget to bundle up."
1102,Banbaro Blockade,assigned,MR,1,hunt,Hoarfrost Reach,14400,Hunt a Viper Tobi-Kadachi,The scoutflies are useless with that Viper Tobi-Kadachi around. Get in there and do what you do best so we can keep pushing forward.
1201,Ready to Strike,assigned,MR,2,hunt,Hoarfrost Reach,18000,Hunt a Nightshade Paolumu,"Target: Nightshade Paolumu. Reports indicate that first contact resulted in extreme drowsiness. That's where the report ends... Let's get to it, uh, Partner! Excited to see what you can do!"
1202,No Time for Naps,assigned,MR,2,hunt,Wildspire Waste,18000,Hunt a Coral Pukei-Pukei,"Target: Coral Pukei-Pukei. Reports indicate that first contact was greeted with blasts of...water? That's where the report ends... Let's get to it, uh, Partner! Excited to see what you can do!"
1203,Play Both Ends,assigned,MR,2,hunt,Coral Highlands,18000,Hunt a Barioth,"Reports have been coming in about a Barioth roaming around the Reach. Those two are still examining the wreckage, but we'll need them to retreat for now. Get out there and bring them back safely!"
1301,Blizzard Blitz,assigned,MR,3,hunt,Hoarfrost Reach,25200,Hunt a Nargacuga,Velkhana's arrival in the New World has thrown the ecosystem out of whack. I guess it was inevitable that a monster like a Nargacuga would show up. Get out there and take care of it.
1302,Ever-present Shadow,assigned,MR,3,hunt,Ancient Forest,25200,Hunt a Glavenus,Velkhana's arrival in the New World has thrown the ecosystem out of whack. I guess it was inevitable that a monster like a Glavenus would show up. Get out there and take care of it.
1303,The Scorching Blade,assigned,MR,3,hunt,Wildspire Waste,25200,Hunt a Tigrex,"New monsters are popping up everywhere due to Velkhana's influence, even in the Rotten Vale. Head out and investigate this Tigrex. Be cautious of its piercing roar."
1304,Absolute Power,assigned,MR,3,hunt,Rotten Vale,25200,Hunt a Brachydios,"New monsters are popping up everywhere due to Velkhana's influence, even in the Elder's Recess. Head out and investigate this Brachydios. Be cautious of its explosive slime attacks."
1305,A Smashing Cross Counter,assigned,MR,3,hunt,Elder's Recess,25200,Repel Velkhana,"Thanks to everyone's diligent efforts, we know that Velkhana is in the Elder's Recess. We don't know why it's there, but we need our best hunters on the job. That means you!"
1306,A Tale of Ice and Fire,assigned,MR,3,hunt,Elder's Recess,28800,Hunt a Shrieking Legiana,"Leave finding the Tracker to me. In the meantime, secure the area by taking care of that Legiana! Be careful though, there's something off about this one..."
1401,When the Mist Taketh You,assigned,MR,4,hunt,Hoarfrost Reach,28800,Hunt an Acidic Glavenus,"As soon as Velkhana left, monsters everywhere started getting riled up. We're short on manpower, and we need a hunter to secure the defense convoy's route to Seliana. Start by taking out the Glavenus subspecies!"
1402,The Disintegrating Blade,assigned,MR,4,hunt,Rotten Vale,28800,Hunt an Ebony Odogaron,"As soon as Velkhana left, monsters everywhere started getting riled up. We're short on manpower, and we need a hunter to secure the defense convoy's route to Seliana. Start by taking out the Odogaron subspecies!"
1403,"Bad Friends, Great Enemies",assigned,MR,4,hunt,Coral Highlands,28800,Complete the assignment,"Velkhana is closing in on Seliana! Man the Dragonrazer and drive that thing back! All of Seliana is counting on you, Sapphire Star!"
1404,The Defense of Seliana,assigned,MR,4,hunt,Seliana Supply Cache,28800,Hunt a Fulgur Anjanath,"The convoy from Astera is approaching the Hoarfrost Reach, but we need to secure its route. Our favorite troublemaker is back, and someone needs to teach it a lesson!"
1405,The Thunderous Troublemaker!,assigned,MR,4,hunt,Hoarfrost Reach,28800,Slay a Velkhana,"We may have protected Seliana this time, but we still have no idea if and when Velkhana will return. It's time to take the fight to the beast before it recovers! Gear up and head out! And BE CAREFUL!"
1501,The Iceborne Wyvern,assigned,MR,5,hunt,Hoarfrost Reach,28800,Hunt a Seething Bazelgeuse,"Hah, look who's back to wreak havoc. This guy thinks he owns the place, but he's about to get a real rude awakening, right, Fiver? Get in there and send 'em packin'!"
1502,The Second Coming,assigned,MR,5,hunt,Elder's Recess,36000,Slay a Blackveil Vaal Hazak,"Something strange is going on... A Vaal Hazak has shown up in the Ancient Forest. Reports state that something is...off about it. What's it doing outside the vale? At any rate, be careful!"
1503,Under the Veil of Death,assigned,MR,5,hunt,Ancient Forest,36000,Slay a Namielle,"The Commission has discovered a never-before-seen elder dragon in the Coral Highlands. No solid info to go on, other than reports of an ominous light radiating from the highest plateau..."
1504,A Light From The Abyss,assigned,MR,5,hunt,Coral Highlands,36000,Complete the assignment,"Board the ship when you're ready. It's time we wrap up all loose ends. Who knows what we'll find when we land, but I know you'll be ready. You always are."
1601,"To The Guided, A Paean",assigned,MR,6,hunt,Origin Isle,14400,Complete the assignment,The time has finally come to face Shara Ishvalda. I wish I could be there to have a good look at it... But this is a job only you're capable of. Good luck.
1602,Paean of Guidance,assigned,MR,6,hunt,Origin Isle,43200,Hunt all target monsters,This assignment is only for the few heroic hunters who can handle the rigors of being a true master hunter. Show everyone what you're capable of! (Completing this quest unlocks the MR cap limit)
1603,Sleep Now in the Fire,assigned,MR,6,hunt,Ancient Forest,34560,Hunt all target monsters,This assignment is only for the few heroic hunters who can handle the rigors of being a true master hunter. Show everyone what you're capable of! (Completing this quest unlocks the MR cap limit)
1604,Big Burly Bash,assigned,MR,6,hunt,Elder's Recess,48600,Hunt a Yian Garuga,"What!? A Yian Garuga!? According to my notes, these monsters will pick a fight with just about anything! It also says be careful around its supersonic roars. This is gonna be exciting, Pard!"
1606,Return of the Crazy One,assigned,MR,6,hunt,Guiding Lands,28800,Hunt a Beotodus,"Beotodus is a fascinating piscine wyvern that has the ability to ""swim"" through the snow. How it is actually able to do this is a mystery. I must have more data on this creature!"
1121,Deep Snow Diver,optional,MR,1,hunt,Hoarfrost Reach,14400,Hunt a Banbaro,"—and by the by, you've locked horns with the gigantic Banbaro, yes? Thick fur to protect against the cold, and those massive horns! Simply astounding, yes? Oh, and the way it char—"
1122,Taking Charge,optional,MR,1,hunt,Hoarfrost Reach,14400,Capture a Beotodus,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and get me them materials and I'll see if I can sneak in an upgrade! (Upgrades the Ghillie Mantle upon first completion.)
1123,Ice Catch!,optional,MR,1,capture,Hoarfrost Reach,18720,Slay 10 Wulg,"Those Wulg are an interesting bunch! They don't go in for the kill right away. Nope! They wait for a chance, and then call in their buddies to help. Maaan, I love researching!"
1124,Call of the Wild,optional,MR,1,hunt,Hoarfrost Reach,9000,Deliver 20 Young Butterburs,"Bossman says he wants to examine some Young Butterburs, so do me a solid and grab some for me, will you? Says he'll upgrade the Harvest Box for you in return! (First completion upgrades the Harvest Box)"
1125,Greetings from the Tundra,optional,MR,1,deliver,Hoarfrost Reach,9000,Hunt a Pukei-Pukei,"A new challenger: Pukei-Pukei, the Toxic Tussler, the Lickin' Machine! He won't listen when you say ""no tongues""! Two fighters enter the Special Arena, but only one leaves!"
1131,Special Arena: MR Pukei-Pukei,optional,MR,1,hunt,Special Arena,14400,Hunt a Barroth,"A new challenger: Barroth, the Hulking Headbutt, the Skullcracker! Lose to this guy, and your name is mud! Two fighters enter the Special Arena, but only one leaves!"
1132,Special Arena: MR Barroth,optional,MR,1,hunt,Special Arena,14400,Hunt a Tobi-Kadachi,"A new challenger: Tobi-Kadachi, the Leaping Lizard, the Bitemaster! He'll clean your clock with thunder shocks! Two fighters enter the Special Arena, but only one leaves!"
1133,Special Arena: MR Tobi-Kadachi,optional,MR,1,hunt,Special Arena,14400,Hunt a Banbaro,"A new challenger: Banbaro, the Ruler of the Reach, the Champ of Tramp! If you can't dig your own grave, he'll dig it for you! Two fighters enter the Special Arena, but only one leaves!"
1134,Special Arena: MR Banbaro,optional,MR,1,hunt,Special Arena,14400,Hunt a Great Jagras,"I need to consult with the First Wyverians about this new decoration I want to create, but there's some bloated lizard standing in the way. Be a dear and please take care of it, will you?"
1151,The Great Jagras Returns!,optional,MR,1,hunt,Ancient Forest,12600,Hunt a Pukei-Pukei,"It's nearly impossible to obtain a sample from the Ancient Forest without it being contaminated by that blasted monster's poisonous slobber! Please, Hunter. Deal with it, won't you?"
1152,New World Problems,optional,MR,1,hunt,Ancient Forest,14400,Hunt a Tobi-Kadachi,"One of my researchers is out in the Ancient Forest hiding in a bush because he's ""afraid"" of a Tobi-Kadachi. I know he's just dawdling about. Please dispatch the monster so he can get back to work!"
1153,Beating Around the Bush,optional,MR,1,hunt,Ancient Forest,14400,Hunt a Kulu-Ya-Ku,"One of those blasted Kulu-Ya-Ku has stolen a very dear book that I leant to a field researcher. Take care of that despicable creature at once. Oh, and I suppose check on the researcher if you have time..."
1154,Literary Thief,optional,MR,1,hunt,Ancient Forest,12600,Capture a Banbaro,"Tail shakes alive, this meownster is gettin' on my last nerve! Can you please go out there and smack that overgrown pot roast upside the head so we can get these ingredients? (Canteen ingredients added upon first completion.)"
1155,Trapping The Tree Trasher,optional,MR,1,capture,Ancient Forest,18720,Hunt a Kulu-Ya-Ku,We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
1161,Wildspire Treasure Hunt,optional,MR,1,hunt,Wildspire Waste,12600,Hunt a Barroth,Accounting has been going on and on about how much zenny we spend on laundry. Well perhaps if there wasn't a Barroth out in the wastes flinging mud everywhere we could stay within our budget!
1162,Dragged Through the Mud,optional,MR,1,hunt,Wildspire Waste,14400,Hunt a Jyuratodus,"I need to consult with the First Wyverians about this new decoration I want to create, but there's a Joora...Jeeura—a big ugly fish in the way! Be a dear and please take care of it, will you?"
1163,Jyura In My Way,optional,MR,1,hunt,Wildspire Waste,14400,Hunt a Pukei-Pukei,We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
1164,Taster's Tour,optional,MR,1,hunt,Wildspire Waste,14400,Hunt a Tzitzi-Ya-Ku,"One of my researchers was out testing a prototype feature of the Surveyor Set when a Tzitzi-Ya-Ku mistook the flash as territorial threat. The researcher panicked and dropped the device. If we are to ever recover it, we'll need you to dispatch the creature first."
1171,All the Wrong Signals,optional,MR,1,hunt,Coral Highlands,12600,Hunt a Great Girros,"It's already quite difficult to get ANY research done in the Rotten Vale as it is. Merely existing in the vale without proper protection is enough to end you. And now a Great Girros has shown up with its little minions to complicate our work. Hunter, if you would, please."
1181,Grinding my Girros,optional,MR,1,hunt,Rotten Vale,12600,Hunt a Dodogama,"We're facing a rather unique issue at the moment. Research in the recess has come to a halt due to a rather rambunctious Dodogama. However, most of our hunters are refusing to hunt it because they think Dodogama are...""cute."""
1191,Can't Bring Yourself To It,optional,MR,1,hunt,Elder's Recess,14400,Hunt a Banbaro,I've been going bonkers thinkin' about how I can upgrade your specialized tools. It's vital that you go out and get me them materials so I can get to work! (Upgrades the Vitality Mantle upon first completion.)
1192,This Here's Big Horn Country!,optional,MR,1,hunt,Elder's Recess,17280,Hunt a Viper Tobi-Kadachi,Can't...move... Bitten...by...a Viper...Tobi-Kadachi... Poison...seeping...into...my bloodstream... In...lots...of trouble... Help...me...please...!
1221,Analysis Creates Paralysis,optional,MR,2,hunt,Hoarfrost Reach,18000,Capture a Viper Tobi-Kadachi,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and get me them materials and I'll see if I can boost your tools with an upgrade! (Upgrades the Cleanser Booster upon first completion.)
1222,Poison and Paralysis Pinch,optional,MR,2,capture,Hoarfrost Reach,23400,Defeat 14 Boaboa,"Duuuude! I got these sick drafts cooked up! Just, uh, they need a few more tweaks. Yo, help me out with this quest, and stuff, and you can get a special ticket. Pretty sweet, right?"
1223,Boaboa Constrictor,optional,MR,2,hunt,Hoarfrost Reach,9000,Hunt a Beotodus,"Our target of this joint operation is the fearsome Beotodus! First, drive a Popo out in the open to lure the monster out. Then when that frosty fishy takes the bait, we'll ambush it!"
1224,By Our Powers Combined,optional,MR,2,hunt,Hoarfrost Reach,17280,Hunt a Beotodus,"Thanks to your efforts, we've made fellowship with the local Lynians! I'd like to pay them a visit, but a meddling Beotodus is in the way. Please, for science, assist me!"
1225,You Scratch Our Backs...,optional,MR,2,hunt,Hoarfrost Reach,17280,Hunt an Anjanath,"A new challenger: Anjanath, the Jaws of Death, the Stompasaurus! He's just stopped by for a quick bite! Two fighters enter the Special Arena, but only one leaves!"
1231,Special Arena: MR Anjanath,optional,MR,2,hunt,Special Arena,18000,Hunt a Radobaan,"A new challenger: Radobaan, the Roto-Ravager, the Grinder! Better dodge fast, or you'll be boned! Two fighters enter the Special Arena, but only one leaves!"
1232,Special Arena: MR Radobaan,optional,MR,2,hunt,Special Arena,18000,Hunt a Coral Pukei-Pukei,"A new challenger: Coral Pukei-Pukei, the Savage Sprayer, the Blast Master! Watch out or he'll take you to the cleaners! Two fighters enter the Special Arena, but only one leaves!"
1233,Special Arena: MR Coral Pukei-Pukei,optional,MR,2,hunt,Special Arena,18000,Hunt a Viper Tobi-Kadachi,"A new challenger: Viper Tobi-Kadachi, The Boss of Blight, the Number One Stunner! He bites you, you bite the dust! Two fighters enter the Special Arena, but only one leaves!"
1234,Special Arena: MR Viper Tobi-Kadachi,optional,MR,2,hunt,Special Arena,18000,Hunt a Rathian,"A new challenger: Rathian, the Queen o' Green, the Skyborne Slasher! Don't get the lady angry; she's poison! Two fighters enter the Special Arena, but only one leaves!"
1235,Special Arena: MR Rathian,optional,MR,2,hunt,Special Arena,18000,Hunt a Pink Rathian,"A new challenger: Pink Rathian, the Burning Blossom, the Beauty Who Bites! Best not stop to smell the roses! Two fighters enter the Special Arena, but only one leaves!"
1236,Special Arena: MR Pink Rathian,optional,MR,2,hunt,Special Arena,21600,Hunt a Paolumu,"A new challenger: Paolumu, the Punishing Puffball, the Fearigible! It may not be fair, but he's walking on air! Two fighters enter the Special Arena, but only one leaves!"
1237,Special Arena: MR Paolumu,optional,MR,2,hunt,Special Arena,18000,Hunt a Nightshade Paolumu,"A new challenger: Nightshade Paolumu, the Sultan of Slumber, the Flightmare! Get caught in the sleeper hold, and it's lights out! Two fighters enter the Special Arena, but only one leaves!"
1238,Special Arena: MR Nightshade Paolumu,optional,MR,2,hunt,Special Arena,18000,Hunt an Anjanath,"I swear, if I have to handle one more report covered in snot, I'm going to have a fit! Is there not anything that disgusting beast won't blow its mucus all over!?"
1251,Anjanath Antics,optional,MR,2,hunt,Ancient Forest,18000,Hunt a Rathian,Dear Gog... One of my researchers is absolutely obsessed with a particular Rathian he has been observing. So much so that he rarely returns to base anymore to report. I ask that you do something about it before things get...weird.
1252,Fool's Mate,optional,MR,2,hunt,Ancient Forest,18000,Capture a Nightshade Paolumu,"Tail shakes alive, this meownster is gettin' on my last nerve! Can you please go out there and smack that ugly thing upside its ugly head so we can get these ingredients? (Canteen ingredients added upon first completion.)"
1253,Nighty Night Nightshade,optional,MR,2,capture,Ancient Forest,23400,Hunt a Rathian,"I want to speak with a First Wyverian about a decoration I want to meld, but the Commander won't let me go out with all these ""big scary"" monsters around. Can you ""hang a girl up?"" as you kids say."
1261,A Queen At Heart,optional,MR,2,hunt,Wildspire Waste,18000,Hunt a Nightshade Paolumu,"There I was, minding meow-n business, when suddenly the ugliest face I'd ever seen jumped out at me. I must have fainted, but when I came to, it was gone. I know it's still out there... Out there with its hideous face! Please, Hunter! I still have nightmares about it!"
1262,A Face Nightmares Are Made Of,optional,MR,2,hunt,Wildspire Waste,18000,Hunt an Anjanath,We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
1263,Stick Your Nose Somewhere Else,optional,MR,2,hunt,Wildspire Waste,18000,Hunt all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and get me them materials and I'll make sure your tools get a healthy upgrade! (Upgrades the Health Booster upon first completion.)
1264,Feisty Girl Talk,optional,MR,2,hunt,Wildspire Waste,31680,Hunt a Paolumu,"As operations in the Hinterlands expand further, our researchers require gear that is not only well-insulated but comfortable for long hours of field work. I'm interested in having a prototype developed, however I'll need some materials before we can start."
1271,The Plight of Paolumu,optional,MR,2,hunt,Coral Highlands,18000,Hunt a Pink Rathian,"The exodus of Legiana has created a power vacuum in the Coral Highlands. A rather fearsome Pink Rathian seems inclined to fill that void. However, her reign is having a detrimental effect on the food chain. I ask that you go out and usurp the throne, Hunter!"
1272,Pink Power Grab,optional,MR,2,hunt,Coral Highlands,21600,Hunt a Coral Pukei-Pukei,"Coral Pukei-Pukei possess specialized organs to store the water they consume. I'd like to have a closer look at it for my notes, so I'll have to call in a favor just this once, Hunter."
1273,Protip: Stay Hydrated,optional,MR,2,hunt,Coral Highlands,18000,Hunt a Coral Pukei-Pukei,I've been going bonkers thinkin' about how I can upgrade your specialized tools. This mantle may be waterproof but it sure as heck ain't upgrade-proof! (Upgrades the Waterproof Mantle upon first completion.)
1274,Put That Red Cup Away,optional,MR,2,hunt,Coral Highlands,21600,Hunt a Radobaan,"Oh, dear...hahaha! One of my researchers *snicker* was attacked by a Radobaan and—as she was running away—all of her research notes got stuck to the tar on its body. So, as we speak, there's a Radobaan rolling around the vale with her life's work glued to it... BWAHAHAHA!"
1281,No Laughing Matter,optional,MR,2,hunt,Rotten Vale,18000,Slay all target monsters,"I want to speak with a First Wyverian about a decoration I want to meld, but the Commander won't let me go out with all these ""big scary"" monsters around. Can you ""hang a girl up?"" as you kids say."
1282,Bugger Off Bugs!,optional,MR,2,hunt,Rotten Vale,9000,Deliver 20 Gaia Ambers,"Bossman says he's got some theories about Gaia Amber that he'd like to test. In return for your help, he'll upgrade the Harvest Box. (Upgrades the Harvest Box upon first completion.)"
1291,Looking For That Glimmer,optional,MR,2,deliver,Elder's Recess,9000,Hunt a Barioth,"So yeah, the Barioth...a violent snowstorm personified. It reminds me of this one time I had to go on a hunt for... You know what? Never mind. I'll leave this to you."
1321,Remember That One Time?,optional,MR,3,hunt,Hoarfrost Reach,25200,Capture a Tigrex,P.U.R.R. is in fur effect...with just one minor hiccup: a Tigrex! Nab that angry tabby while we sneak past to grab the goods! (Room decoration added upon first completion.)
1322,The Purr-fect Room: Stone,optional,MR,3,capture,Hoarfrost Reach,32760,Hunt a Barioth,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me them materials and this upgrade will have you bobbin' and weavin' like there's no tomorrow! (Upgrades the Evasion Mantle upon first completion.)
1323,Proud White Knight,optional,MR,3,hunt,Hoarfrost Reach,30240,Hunt a Legiana,"A new challenger: Legiana, the Slipstream Striker, the Wingleader! Remember, you can't spell flight without fight! Two fighters enter the Special Arena, but only one leaves!"
1331,Special Arena: MR Legiana,optional,MR,3,hunt,Special Arena,25200,Hunt an Odogaron,"A new challenger: Odogaron, the Muscle Mutt, the Rex Who Wrecks! He'll bite your leg to fetch the stick inside! Two fighters enter the Special Arena, but only one leaves!"
1332,Special Arena: MR Odogaron,optional,MR,3,hunt,Special Arena,25200,Hunt an Uragaan,"A new challenger: Uragaan, the Rolling Rocket, the Chinstigator! Once he starts spinning, uragoner! Two fighters enter the Special Arena, but only one leaves!"
1333,Special Arena: MR Uragaan,optional,MR,3,hunt,Special Arena,25200,Hunt a Rathalos,"A new challenger: Rathalos, the Red-Hot Raider, the Firestarter! Forgive the fireballs; he likes his meals cooked! Two fighters enter the Special Arena, but only one leaves!"
1334,Special Arena: MR Rathalos,optional,MR,3,hunt,Special Arena,25200,Hunt a Diablos,"A new challenger: Diablos, the Sandy Stampede, Biggus Diggus! Don't hang around if he's underground! Two fighters enter the Special Arena, but only one leaves!"
1335,Special Arena: MR Diablos,optional,MR,3,hunt,Special Arena,25200,Hunt a Barioth,"A new challenger: Barioth, the Tusked Terror, The Baron of Blizzards! First everything's white, then it turns black! Two fighters enter the Special Arena, but only one leaves!"
1336,Special Arena: MR Barioth,optional,MR,3,hunt,Special Arena,25200,Hunt a Nargacuga,"A new challenger: Nargacuga, the Shadowy Slayer, the Nimble Ninja! If you can't see him, it's already too late! Two fighters enter the Special Arena, but only one leaves!"
1337,Special Arena: MR Nargacuga,optional,MR,3,hunt,Special Arena,25200,Hunt a Glavenus,"A new challenger: Glavenus, the Cauterizer, the Slasha-saurus! With this monster, every match is a split decision! Two fighters enter the Special Arena, but only one leaves!"
1338,Special Arena: MR Glavenus,optional,MR,3,hunt,Special Arena,25200,Hunt a Brachydios,"A new challenger: Brachydios, the Guru of Goo, The Purple Pounder! Says he's looking for some chump called ""Doodle."" Two fighters enter the Special Arena, but only one leaves!"
1339,Special Arena: MR Brachydios,optional,MR,3,hunt,Special Arena,25200,Hunt a Tigrex,"A new challenger: Tigrex, the Rushing Rampager, the Emperoar! This monster puts the arm in harm! Two fighters enter the Special Arena, but only one leaves!"
1340,Special Arena: MR Tigrex,optional,MR,3,hunt,Special Arena,25200,Hunt a Rathalos,"Blasted Rathalos! Every time the field team tags an Aptonoth to track its behavior, this confounded creature swoops in and carries it off! It's almost as if it's doing it on purpose!"
1351,Swoop to a New Low,optional,MR,3,hunt,Ancient Forest,25200,Hunt a Nargacuga,"I should know better than to go out into the Ancient Forest without a hunter escort, but I didn't think a freakin' Nargacuga would be there! Why didn't anybody tell me!? Help me, PLEASE!"
1352,"Nargacoulda, Shoulda, Woulda",optional,MR,3,hunt,Ancient Forest,25200,Hunt a Glavenus,"Some of the newly discovered monsters in the New World have been sighted in other locales. The shift in surroundings will most likely have a significant effect on their behavior, head to their location and investigate immediately."
1353,The Secret to a Good Slice,optional,MR,3,hunt,Ancient Forest,25200,Hunt all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and get me them materials I need and I'll make sure your mantle soars to new heights! (Upgrades the Glider Mantle upon first completion.)
1354,Red and Black Aces,optional,MR,3,hunt,Ancient Forest,40320,Hunt a Diablos,Our researchers are finding it nearly impossible to study the cacti out in the wastes. Even attempting to get close to a cactus patch triggers a Diablos attack from below...
1361,A Line in the Sand,optional,MR,3,hunt,Wildspire Waste,25200,Hunt a Glavenus,"—and by the by, you've crossed blades with the fearsome Glavenus, yes? The way it wields its gleaming, sword tail! Simply astounding, yes? Oh, and how it sharpens it in its—"
1362,A Flash of the Blade,optional,MR,3,hunt,Wildspire Waste,25200,Hunt all target monsters,"Tail shakes alive, these meownsters are gettin' on my last nerve! Can you please go out there and smack those two upside the head so we can get these ingredients? (Canteen ingredients added upon first completion.)"
1363,Simmer and Slice!,optional,MR,3,hunt,Wildspire Waste,34560,Hunt a Legiana,"Due to the Legiana migrating to the Hinterlands, there has been a shortage of specimen to study in the Coral Highlands. However, a straggler has been spotted recently. We can't let this opportunity go to waste!"
1371,Legiana Left Behind,optional,MR,3,hunt,Coral Highlands,25200,Hunt a Nargacuga,"Some of the newly discovered monsters in the New World have been sighted in other locales. The shift in surroundings will most likely have a significant effect on their behavior, head to their location and investigate immediately."
1372,The Black Wind,optional,MR,3,hunt,Coral Highlands,25200,Hunt an Odogaron,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and snatch the materials I need and I'll sneak an upgrade into your tools! (Upgrades the Bandit Mantle upon first completion.)
1373,A Nasty Flesh Wound,optional,MR,3,hunt,Coral Highlands,30240,Hunt an Odogaron,"One of my less forward-thinking researchers has quite an affinity for snacks, especially Astera jerky. I've told him time and again to only eat them when necessary but now he's really in trouble. An Odogaron has attacked him and without any jerky, I'm afraid he may be done for..."
1381,Don't be a Jerk with the Jerky,optional,MR,3,hunt,Rotten Vale,25200,Hunt a Tigrex,"It's well-known that the Tigrex is a primitive flying wyvern, which means investigating its appearance in the New World could teach us much about other flying wyverns here!"
1382,A Roar that Shook the Vale,optional,MR,3,hunt,Rotten Vale,25200,Hunt all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. It'll hardly be a challenge to upgrade your gear if you go out and get me the materials I need! (Upgrades the Challenger Mantle upon first completion.)
1383,"Runnin', Rollin', and Weepin'",optional,MR,3,hunt,Rotten Vale,34560,Hunt a Brachydios,"—and by the by, you've exchanged blows with the Brachydios, yes? Most clamor over its peculiar slime, but not I! No, I'm all about those fists! Yes, the way it strikes the ground and—"
1391,Blast Warning In Effect!,optional,MR,3,hunt,Elder's Recess,25200,Hunt a Lavasioth,"Whilst one of our artists was out trying to paint a landscape of the recess, a Lavasioth appeared out of nowhere and attacked. Though he survived the ordeal, his commissioned piece did not. Please make your way out there and secure the area so that he may continue his work."
1392,Everyone's a Critic,optional,MR,3,hunt,Elder's Recess,25200,Hunt an Uragaan,The infirmary is overflowing with researchers suffering from extreme vertigo. The cause? One of those blasted Uragaan rolling about. Go out there and put the brakes on its spinning!
1393,Begone Uragaan,optional,MR,3,hunt,Elder's Recess,25200,Capture a Brachydios,"I'd like to experiment with that peculiar slime the Brachydios secretes—oh, it'll be 100% safe, don't you worry! Heh... And if you help, I'm sure it'll help our Ancient Tree some, too! (Unlocks a Botanical Research slot on first time completion.)"
1394,Secret of the Ooze,optional,MR,3,capture,Elder's Recess,32760,Hunt all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I'll make sure your gear's upgrade'll be straight fire! (Upgrades the Fireproof Mantle upon first completion.)
1395,Festival of Explosions!,optional,MR,3,hunt,Elder's Recess,40320,Hunt a Shrieking Legiana,"How that Legiana got a cloak of ice like that is a mystery, but it's nothing science can't solve! We'll need all the data you can get on that thing!"
1421,Noblefrost Hunter,optional,MR,4,hunt,Hoarfrost Reach,28800,Hunt a Fulgur Anjanath,"—and by the by, you've come snout to snout with the Fulgur Anjanath, yes? How a brute wyvern could somehow make its way to the Hinterlands! Astounding, yes? How can it even swi—"
1422,Tundra Troublemaker,optional,MR,4,hunt,Hoarfrost Reach,28800,Hunt all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and get me the materials I need and I'll hook you up with a cool upgrade! (Upgrades the Iceproof Mantle upon first completion.)
1423,Duet of Rime,optional,MR,4,hunt,Hoarfrost Reach,43200,Deliver 2 Hot Spring Stones,"Duuuude! I got these sick drafts cooked up! Just, uh, they need a few more tweaks. Yo, help me out with this quest, and stuff, and you can get a special ticket. Pretty sweet, right?"
