item_id,name_en,category,subcategory,rarity,buy_price,sell_price,carry_limit,points,icon_name,icon_color,description_en
402,Bazelgeuse Wing,material,,6,,3400,,,Wing,White,"Rare Bazelgeuse material. Obtained by breaking its wings. Hard, used in many weapons."
934,Scorching Silverwing,material,,11,,8860,,,Wing,White,Very rare Seething Bazelgeuse material. Obtained by breaking its wings. Used in many weapons.
403,Bazelgeuse Gem,material,,7,,9600,,,Gem,White,A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.
935,Bazelgeuse Mantle,material,,11,,21000,,,Mantle,White,Very rare Seething Bazelgeuse material. Used to craft weapons powerful enough to take over the world.
404,Deviljho Scale,material,,6,,1600,,,Scale,DarkGreen,Rare Deviljho material. Mostly obtained by carving. Broadly used for many purposes.
936,Deviljho Shard,material,,11,,4240,,,Scale,DarkGreen,Very rare Savage Deviljho material. Mostly obtained by carving. Broadly used for many purposes.
405,Deviljho Hide,material,,6,,2400,,,Hide,DarkGreen,"Rare Deviljho material. Mostly obtained as a reward. Supple, used to craft gear."
937,Deviljho Blackpiel,material,,11,,6540,,,Hide,DarkGreen,"Very rare Savage Deviljho material. Mostly obtained as a reward. Tough, used to craft gear."
406,Deviljho Tallfang,material,,6,,3200,,,Fang,DarkGreen,"Rare Deviljho material. Obtained by breaking its head. Stout, used in many weapons."
938,Vile Fang,material,,11,,9000,,,Fang,DarkGreen,Very rare Savage Deviljho material. Obtained by breaking its head. Used in many weapons.
407,Deviljho Talon,material,,6,,3400,,,Fang,DarkGreen,Rare Deviljho material. Mostly obtained by carving. Compatible with dragon element.
939,Deviljho Ripper,material,,11,,8920,,,Fang,DarkGreen,Very rare Savage Deviljho material. Mostly obtained by carving. Compatible with dragon element.
408,Deviljho Scalp,material,,6,,4000,,,Jaw,DarkGreen,"Rare Deviljho material. Obtained by breaking its head. Unusual, used in select gear."
409,Deviljho Tail,material,,6,,3600,,,Tail,DarkGreen,"Rare Deviljho material. Obtained by carving its severed tail. Stiff, used to craft gear."
940,Deviljho Flail,material,,11,,9200,,,Tail,DarkGreen,Very rare Savage Deviljho material. Obtained by carving its severed tail. Used to craft gear.
410,Deviljho Saliva,material,,6,,2200,,,Liquid,DarkGreen,Rare Deviljho material. Obtained by collecting rare drops. Unusual and difficult to handle.
941,Black Blood,material,,11,,8840,,,Liquid,DarkRed,Very rare Savage Deviljho material. Obtained by collecting rare drops. Unusual and difficult to handle.
411,Deviljho Gem,material,,7,,9600,,,Gem,DarkGreen,A rare gem said to have formed within Deviljho tissue. Used to dramatically improve gear.
942,Deviljho Crook,material,,11,,21000,,,Mantle,DarkGreen,Very rare Savage Deviljho material. Used to craft weapons powerful enough to take over the world.
1069,Rajang Hardhorn,material,,11,,9370,,,Fang,Gold,"Very rare Rajang material. Obtained by breaking its horns. Stout, used in many weapons."
1070,Rajang Hardfang,material,,11,,8990,,,Fang,Gold,"Very rare Rajang material. Mostly obtained by carving. Sharp, used in many weapons."
1071,Rajang Wildpelt,material,,11,,6690,,,Body,Gray,"Very rare Rajang material. Mostly obtained as a reward. Supple, used to craft gear."
1072,Rajang Hardclaw,material,,11,,9180,,,Fang,Gray,"Very rare Rajang material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
1073,Rajang Tail,material,,11,,9750,,,Tail,Gold,"Very rare Rajang material. Obtained by breaking its tail. Stiff, used to craft gear."
1074,Gold Rajang Pelt+,material,,11,,21000,,,Body,Gold,"Very rare Rajang material. Hard to obtain, but greatly increases the effectiveness of equipment."
1287,Rajang Apoplexy,material,,11,,7800,,,Body,Gold,"Very rare Furious Rajang material. A long, fine mane that is extremely robust."
1288,Ghoulish Gold Gorer,material,,11,,10900,,,Fang,Gold,"Very rare Furious Rajang material. A golden horn that, even when broken, is filled with the rage of a Rajang"
1289,Rajang Heart,material,,12,,24000,,,Mantle,Red,Very rare Furious Rajang material. Its flesh-searing rage unleashes massive power with every beat.
368,Kirin Hide,material,,4,,750,,,Hide,White,Kirin material. Mostly obtained by carving. Broadly used for many purposes.
372,Kirin Hide+,material,,7,,1630,,,Hide,White,Rare Kirin material. Mostly obtained by carving. Broadly used for many purposes.
943,Kirin Finehide,material,,11,,4300,,,Hide,White,Very rare Kirin material. Mostly obtained by carving. Broadly used for many purposes.
369,Kirin Tail,material,,4,,1000,,,Body,White,Kirin material. Mostly obtained as a reward. Compatible with thunder element.
373,Kirin Thundertail,material,,7,,2430,,,Body,White,Rare Kirin material. Mostly obtained as a reward. Compatible with thunder element.
944,Kirin Thundertail+,material,,11,,6600,,,Body,White,Very rare Kirin material. Mostly obtained as a reward. Compatible with thunder element.
370,Kirin Mane,material,,4,,1250,,,Body,White,"Kirin material. Mostly obtained by carving. Highly thunder-resistant, used to craft gear."
945,Kirin Silvermane,material,,11,,8900,,,Body,White,"Very rare Kirin material. Mostly obtained by carving. Highly thunder-resistant, used to craft gear."
371,Kirin Thunderhorn,material,,4,,1750,,,Fang,Blue,Kirin material. Obtain by breaking its horn. Grants thunder element properties.
374,Kirin Azure Horn,material,,7,,3200,,,Fang,Blue,Rare Kirin material. Obtain by breaking its horn. Grants thunder element properties.
946,Kirin Azure Horn+,material,,11,,9100,,,Fang,Blue,Very rare Kirin material. Obtained by breaking its horn. Grants thunder element properties.
375,Zorah Magdaros Heat Scale,material,,6,,800,,,Scale,Gray,Zorah Magdaros material. Mostly obtained as a reward. Broadly used for many purposes.
376,Zorah Magdaros Carapace,material,,6,,1200,,,Carapace,Gray,"Zorah Magdaros material. Obtained as a rare drop or by mining. Solid, used to craft gear."
377,Zorah Magdaros Ridge,material,,6,,1400,,,Body,Gray,"Rare Zorah Magdaros material. Mostly obtained as a reward. Stout, used in many weapons."
378,Zorah Magdaros Pleura,material,,6,,1600,,,Body,Gray,"Rare Zorah Magdaros material. Obtained by breaking its chest. Heavy, used to craft armor."
379,Zorah Magdaros Magma,material,,6,,3200,,,Ore,Red,Rare Zorah Magdaros material. Obtained by breaking its head. Unusual and difficult to handle.
380,Zorah Magdaros Gem,material,,7,,6000,,,Gem,Gray,A rare gem said to have formed within Zorah Magdaros tissue. Holds untold potential.
412,Immortal Dragonscale,material,,7,,2100,,,Scale,Gray,Rare Nergigante material. Mostly obtained by carving. Broadly used for many purposes.
947,Immortal Shard,material,,11,,4380,,,Scale,Gray,Very rare Ruiner Nergigante material. Mostly obtained by carving. Broadly used for many purposes.
413,Nergigante Carapace,material,,7,,3200,,,Carapace,Gray,"Rare Nergigante material. Mostly obtained as a reward. Solid, used to craft gear."
948,Nergigante Cortex,material,,11,,6680,,,Carapace,Gray,"Very rare Ruiner Nergigante material. Mostly obtained as a reward. Solid, used to craft gear."
414,Nergigante Tail,material,,7,,4300,,,Tail,Gray,"Rare Nergigante material. Obtained by carving its severed tail. Stiff, used to craft gear."
949,Nergigante Flail,material,,11,,8980,,,Tail,Gray,"Very rare Ruiner Nergigante material. Obtained by carving its severed tail. Stiff, used to craft gear."
415,Nergigante Horn+,material,,7,,5000,,,Fang,Gray,"Rare Nergigante material. Obtained by breaking its horns. Stout, used in many weapons."
950,Annihilating Greathorn,material,,11,,9340,,,Fang,Gray,"Very rare Ruiner Nergigante material. Obtained by breaking its horns. Stout, used in many weapons."
416,Nergigante Talon,material,,7,,4500,,,Fang,Gray,"Rare Nergigante material. Mostly obtained by carving. Sharp, used in many weapons."
951,Nergigante Hardclaw,material,,11,,9160,,,Fang,Gray,"Very rare Ruiner Nergigante material. Mostly obtained by carving. Sharp, used in many weapons."
417,Nergigante Regrowth Plate,material,,7,,3400,,,Body,White,"Rare Nergigante material. Obtained by collecting rare drops. Unusual, used to craft gear."
952,Eternal Regrowth Plate,material,,11,,6860,,,Body,White,"Very rare Ruiner Nergigante material. Obtained by collecting rare drops. Unusual, used to craft gear."
418,Nergigante Gem,material,,8,,12000,,,Gem,Gray,A rare gem said to have formed within Nergigante tissue. Holds untold potential.
953,Crystal Shard,material,,11,,4340,,,Scale,Blue,Very rare Velkhana material. Mostly obtained by carving. Broadly used for many purposes.
954,Velkhana Cortex,material,,11,,6640,,,Carapace,Blue,"Very rare Velkhana material. Mostly obtained as a reward. Solid, used to craft gear."
955,Velkhana Fellwing,material,,11,,8940,,,Wing,Blue,"Very rare Velkhana material. Obtained by breaking its wings. Supple, used to craft gear."
956,Velkhana Crownhorn,material,,11,,9640,,,Tail,Blue,"Very rare Velkhana material. Obtained by breaking its head. Stout, used in many weapons."
957,Velkhana Lash,material,,11,,9220,,,Fang,Blue,"Very rare Velkhana material. Obtained by carving its severed tail. Stiff, used to craft gear."
958,Velkhana Hardclaw,material,,11,,9080,,,Fang,Blue,"Very rare Velkhana material. Obtained by collecting rare drops. Sharp, used in many weapons."
959,Velkhana Crystal,material,,12,,21000,,,Mantle,Blue,Very rare Velkhana material. Used to craft weapons powerful enough to take over the world.
428,Teostra Carapace,material,,7,,3400,,,Carapace,Red,"Rare Teostra material. Mostly obtained as a reward. Solid, used to craft gear."
960,Teostra Cortex,material,,11,,6580,,,Carapace,Red,"Very rare Teostra material. Mostly obtained as a reward. Solid, used to craft gear."
429,Teostra Mane,material,,7,,3400,,,Body,Red,"Rare Teostra material. Obtained by breaking its head. Highly fire-resistant, used to craft gear."
961,Teostra Mane+,material,,11,,6580,,,Body,Red,Very rare Teostra material. Obtained by breaking its head. Highly fire-resistant.
430,Teostra Tail,material,,7,,4900,,,Tail,Red,"Rare Teostra material. Obtained by carving its severed tail. Stiff, used to craft gear."
962,Teostra Lash,material,,11,,9040,,,Tail,Red,Very rare Teostra material. Obtained by carving its severed tail. Used to craft gear.
431,Teostra Horn+,material,,7,,5500,,,Fang,Red,"Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons."
963,Teostra Hardhorn,material,,11,,9280,,,Fang,Red,Very rare Teostra material. Obtained by breaking its head. Used in many weapons.
427,Fire Dragon Scale+,material,,7,,2300,,,Scale,Red,Rare Teostra material. Mostly obtained by carving. Broadly used for many purposes.
964,Hellfire Shard,material,,11,,4280,,,Scale,Red,Very rare Teostra material. Mostly obtained by carving. Broadly used for many purposes.
432,Teostra Claw+,material,,7,,4700,,,Fang,Red,"Rare Teostra material. Mostly obtained by carving. Sharp, used in many weapons."
965,Fire Dragon Hardclaw,material,,11,,8960,,,Fang,Red,"Very rare Teostra material. Mostly obtained by carving. Sharp, used in many weapons."
433,Teostra Webbing,material,,7,,4500,,,Wing,Red,"Rare Teostra material. Obtained by breaking its wings. Supple, used to craft gear."
966,Teostra Fellwing,material,,11,,8880,,,Wing,Red,Very rare Teostra material. Obtained by breaking its wings. Used to craft gear.
434,Teostra Powder,material,,7,,3600,,,Sac,Red,"Rare Teostra material. Obtained by collecting rare drops. Unusual, used in select gear."
435,Teostra Gem,material,,8,,12000,,,Gem,Red,A rare gem said to have formed within Teostra tissue. Within it lies unimaginable power.
437,Lunastra Carapace,material,,7,,3400,,,Carapace,Blue,"Rare Lunastra material. Mostly obtained as a reward. Solid, used to craft gear."
967,Lunastra Cortex,material,,11,,6610,,,Carapace,Blue,"Very rare Lunastra material. Mostly obtained as a reward. Solid, used to craft gear."
438,Lunastra Mane,material,,7,,3400,,,Body,Blue,"Rare Lunastra material. Obtained by collecting rare drops. Valuable, fire resistant material."
968,Lunastra Mane+,material,,11,,6610,,,Body,Blue,"Very rare Lunastra material. Obtained by collecting rare drops. Valuable, fire resistant material."
440,Lunastra Tail,material,,7,,4900,,,Tail,Blue,"Rare Lunastra material. Obtained by carving its severed tail. Stiff, used to craft gear."
969,Lunastra Lash,material,,11,,9130,,,Tail,Blue,Very rare Lunastra material. Obtained by carving its severed tail. Used to craft gear.
441,Lunastra Horn,material,,7,,5500,,,Fang,Blue,"Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons."
970,Lunastra Hardhorn,material,,11,,9460,,,Fang,Blue,Very rare Lunastra material. Obtained by breaking its head. Used in many weapons.
436,Lunastra Scale+,material,,7,,2300,,,Scale,Blue,Rare Lunastra material. Mostly obtained by carving. Broadly used for many purposes.
971,Lunastra Shard,material,,11,,4310,,,Scale,Blue,Very rare Lunastra material. Mostly obtained by carving. Used for many purposes.
439,Lunastra Wing,material,,7,,4500,,,Wing,Blue,"Rare Lunastra material. Obtained by breaking its wings. Supple, used to craft gear."
972,Lunastra Fellwing,material,,11,,8910,,,Wing,Blue,Very rare Lunastra material. Obtained by breaking its wings. Used to craft gear.
442,Lunastra Gem,material,,8,,12000,,,Gem,Blue,A rare gem said to have formed within Lunastra tissue. Within it lies unimaginable power.
444,Daora Carapace,material,,7,,3300,,,Carapace,Gray,"Rare Kushala Daora material. Mostly obtained as a reward. Solid, used to craft gear."
973,Daora Cortex,material,,11,,6560,,,Carapace,Gray,"Very rare Kushala Daora material. Mostly obtained as a reward. Solid, used to craft gear."
443,Daora Dragon Scale+,material,,7,,2200,,,Scale,Gray,Rare Kushala Daora material. Mostly obtained by carving. Broadly used for many purposes.
974,Daora Shard,material,,11,,4260,,,Scale,Gray,Very rare Kushala Daora material. Mostly obtained by carving. Broadly used for many purposes.
445,Daora Webbing,material,,7,,4300,,,Wing,Gray,"Rare Kushala Daora material. Obtained by breaking its wings. Lightweight, used to craft gear."
975,Daora Fellwing,material,,11,,8800,,,Wing,Gray,"Very rare Kushala Daora material. Obtained by breaking its wings. Lightweight, used to craft gear."
446,Daora Horn+,material,,7,,4500,,,Fang,Gray,"Rare Kushala Daora material. Obtained by breaking its head. Stout, used in many weapons."
976,Daora Hardhorn,material,,11,,8920,,,Fang,Gray,"Very rare Kushala Daora material. Obtained by breaking its head. Stout, used in many weapons."
447,Daora Tail,material,,7,,4800,,,Tail,Gray,"Rare Kushala Daora material. Obtained by carving its severed tail. Stiff, used to craft gear."
977,Daora Lash,material,,11,,9100,,,Tail,Gray,"Very rare Kushala Daora material. Obtained by carving its severed tail. Stiff, used to craft gear."
448,Daora Claw+,material,,7,,4400,,,Fang,Gray,Rare Kushala Daora material. Mostly obtained by carving. Imbued with potent ice element.
978,Daora Hardclaw,material,,11,,8860,,,Fang,Gray,Very rare Kushala Daora material. Mostly obtained by carving. Imbued with potent ice element.
449,Daora Gem,material,,8,,12000,,,Gem,Gray,A rare gem said to have formed within Kushala Daora tissue. Holds untold potential.
419,Deceased Scale,material,,7,,2250,,,Scale,White,Rare Vaal Hazak material. Mostly obtained by carving. Broadly used for many purposes.
979,Deceased Shard,material,,11,,4320,,,Scale,White,Very rare Blackveil Vaal Hazak material. Mostly obtained by carving. Used for many purposes.
420,Vaal Hazak Carapace,material,,7,,3350,,,Carapace,White,"Rare Vaal Hazak material. Mostly obtained as a reward. Solid, used to craft gear."
980,Vaal Hazak Cortex,material,,11,,6620,,,Carapace,White,"Very rare Blackveil Vaal Hazak material. Mostly obtained as a reward. Solid, used to craft gear."
421,Vaal Hazak Membrane,material,,7,,3500,,,Body,DarkRed,Rare Vaal Hazak material. Obtained by collecting rare drops. Grants dragon element properties.
981,Deathweaver Membrane,material,,11,,6740,,,Body,DarkRed,Very rare Blackveil Vaal Hazak material. Obtained from rare drops. Grants dragon element properties.
422,Vaal Hazak Tail,material,,7,,4900,,,Tail,White,"Rare Vaal Hazak material. Obtained by carving its severed tail. Stiff, used to craft gear."
982,Vaal Hazak Flail,material,,11,,9280,,,Tail,White,Very rare Blackveil Vaal Hazak material. Obtained by carving its severed tail. Used to craft gear.
423,Vaal Hazak Fang+,material,,7,,4600,,,Fang,White,"Rare Vaal Hazak material. Obtained by breaking its head. Sharp, used in many weapons."
983,Shadowpierce Fang,material,,11,,9040,,,Fang,White,Very rare Blackveil Vaal Hazak material. Obtained by breaking its head. Used in many weapons.
424,Vaal Hazak Talon,material,,7,,4750,,,Fang,White,"Rare Vaal Hazak material. Obtained by breaking its forelegs. Sharp, used in many weapons."
984,Vaal Hazak Hardclaw,material,,11,,9160,,,Fang,White,Very rare Blackveil Vaal Hazak material. Obtained by breaking its forelegs. Used in many weapons.
425,Vaal Hazak Wing,material,,7,,4450,,,Wing,White,"Rare Vaal Hazak material. Obtained by breaking its torso. Light yet firm, used to craft gear."
985,Vaal Hazak Fellwing,material,,11,,8920,,,Wing,White,Very rare Blackveil Vaal Hazak material. Obtained by breaking its torso. Used to craft gear.
426,Vaal Hazak Gem,material,,8,,12000,,,Gem,White,A rare gem said to have formed within Vaal Hazak tissue. Holds untold potential.
986,Namielle Finehide,material,,11,,4360,,,Hide,Violet,Very rare Namielle material. Mostly obtained by carving. Broadly used for many purposes.
987,Namielle Fellwing,material,,11,,8960,,,Wing,Orange,"Very rare Namielle material. Obtained by breaking its wings. Supple, used to craft gear."
988,Namielle Whisker,material,,11,,9600,,,Body,Violet,Very rare Namielle material. Obtained by breaking its head. Grants thunder element properties.
989,Namielle Lash,material,,11,,9280,,,Tail,Violet,"Very rare Namielle material. Obtained by carving its severed tail. Stiff, used to craft gear."
990,Namielle Hardclaw,material,,11,,9120,,,Fang,Violet,"Very rare Namielle material. Obtained by breaking its forelegs. Sharp, used in many weapons."
450,Xeno'jiiva Soulscale,material,,7,,3000,,,Scale,White,Rare Xeno'jiiva material. The burnt scale still radiates vestiges of the hereafter.
451,Xeno'jiiva Shell,material,,7,,4000,,,Carapace,White,"A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld."
452,Xeno'jiiva Veil,material,,7,,4300,,,Body,Blue,A rare Xeno'jiiva organ that stores energy that can be released in a violent torrent.
453,Xeno'jiiva Tail,material,,7,,6000,,,Tail,White,"A rare, strong Xeno'jiiva tail that can brush aside all enemies in a single lash."
454,Xeno'jiiva Horn,material,,7,,5600,,,Fang,White,"A rare Xeno'jiiva horn. During growth, it's theorized that it helps control the beast's power."
455,Xeno'jiiva Claw,material,,7,,5300,,,Fang,White,"A rare Xeno'jiiva claw, said to cleave soul from flesh."
456,Xeno'jiiva Wing,material,,7,,5000,,,Wing,White,A rare Xeno'jiiva wing. The wing membrane shines with the divine light of a powerful deity.
457,Xeno'jiiva Gem,material,,8,,15000,,,Gem,White,A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.
1250,Safi'jiiva Shard,material,,11,,4900,,,Scale,Red,Very rare Safi'jiiva material. Mostly obtained by carving. Its maturation has caused patterns to appear.
1251,Safi'jiiva Cortex,material,,11,,7600,,,Carapace,Red,Very rare Safi'jiiva material. Mostly obtained as a reward. Its maturation has created complex layers to appear.
1252,Pulsing Dragonshell,material,,11,,8100,,,Body,Red,"Very rare Safi'jiiva material. Eternal time, along with its inherent power has caused brilliant light to seep out."
1253,Safi'jiiva Lash,material,,11,,11800,,,Tail,Red,Very rare Safi'jiiva material. Obtained by carving its severed tail. A single swipe is said to cause cyclones.
1254,Safi'jiiva Hardhorn,material,,11,,11300,,,Fang,Red,Very rare Safi'jiiva material. Obtained by breaking its horns. Excessive growth has caused the horns to curl.
1255,Safi'jiiva Hardclaw,material,,11,,10800,,,Fang,Red,Very rare Safi'jiiva material. Obtained by breaking its legs. Touch them to feel the torrent of the earth below.
1256,Safi'jiiva Fellwing,material,,11,,10300,,,Wing,Red,Very rare Safi'jiiva material. Obtained by breaking its wings. Feel the oppressive power of the emperor.
1257,Zionium Crystal,material,,12,,24000,,,Mantle,Red,Very rare Safi'jiiva material. The grand energy of the descended emperor lies within its core.
458,Kulve Taroth Golden Scale,material,,7,,3000,,,Scale,Gold,Rare Kulve Taroth material. Mostly obtained as a reward. Many have fallen trying to obtain just one of these.
1292,Kulve Taroth Golden Scale+,material,,11,,9000,,,Scale,Gold,Very rare Kulve Taroth material. Mostly obtained as a reward. Many have fallen trying to obtain just one of these.
459,Kulve Taroth Golden Shell,material,,7,,4000,,,Carapace,Gold,Rare Kulve Taroth material. Mostly obtained as a reward. Its value is tied to its brilliant gold shine.
1293,Kulve Taroth Golden Shell+,material,,11,,12000,,,Carapace,Gold,Very rare Kulve Taroth material. Mostly obtained as a reward. Its value is tied to its brilliant gold shine.
460,Kulve Taroth Golden Nugget,material,,7,,1000,,,Ore,Gold,Rare Kulve Taroth material. Obtained by collecting rare drops. Emits an exotic light towards those that look at it.
1294,Kulve Taroth Golden Nugget+,material,,11,,3000,,,Ore,Gold,Very rare Kulve Taroth material. Obtained from rare drops. Emits an exotic light to those that look at it.
461,Kulve Taroth Golden Spiralhorn,material,,7,,6000,,,Fang,Gold,Rare Kulve Taroth material. Obtained by breaking its head. It defiantly glows despite its age and weight.
1295,Kulve Taroth Golden Spiralhorn+,material,,11,,18000,,,Fang,Gold,Very rare Kulve Taroth material. Obtained by breaking its head. It glows despite its age and weight.
462,Kulve Taroth Golden Tailshell,material,,7,,5000,,,Body,Gold,Rare Kulve Taroth material. Obtained by breaking its tail. It shimmers a lustrous gold.
1296,Kulve Taroth Golden Tailshell+,material,,11,,15000,,,Body,Gold,Very rare Kulve Taroth material. Obtained by breaking its tail. It shimmers a lustrous gold.
463,Kulve Taroth Golden Glimstone,material,,8,,15000,,,Gem,Gold,A rare gem said to have formed within Kulve Taroth tissue. Within it lies unimaginable power.
1297,Golden Dragonsphire,material,,12,,24000,,,Mantle,Gold,Very rare Kulve Taroth material. A gem rumored to stain the world gold once obtained.
663,Kulve Taroth Emperor Nugget,material,,8,,2000,,,Ore,White,A glittering white gold nugget from Kulve Taroth. Bring it to the Smithy to craft new equipment!
991,Shara Ishvalda Tenderscale,material,,11,,7600,,,Scale,White,Very rare Shara Ishvalda material. Mostly obtained by carving. Broadly used for its extreme versatility.
992,Shara Ishvalda Boulderplate,material,,11,,4900,,,Carapace,DarkBeige,"Very rare Shara Ishvalda material. Mostly obtained as a reward. Solid, used to craft gear."
993,Shara Ishvalda Tenderplate,material,,11,,10300,,,Jaw,White,Very rare Shara Ishvalda material. Obtained by breaking its head. Used in many weapons.
994,Shara Ishvalda Petalstone,material,,11,,4900,,,Ore,DarkBeige,Very rare Shara Ishvalda material. Obtained by collecting rare drops. Used to craft gear.
995,Shara Ishvalda Tenderclaw,material,,11,,10300,,,Fang,White,Very rare Shara Ishvalda material. Obtained by breaking its wingarms. Used in many weapons.
996,Shara Ishvalda Gem,material,,12,,24000,,,Mantle,White,Very rare Shara Ishvalda material. Used to craft weapons powerful enough to take over the world.
1300,Alatreon Pallium,material,,11,,8800,,,Carapace,Violet,Very rare Alatreon material. Mostly obtained as a reward. The bearer receives heaven's love.
1301,Alatreon Mantle,material,,11,,7800,,,Scale,Violet,Very rare Alatreon material. Mostly obtained by carving. Said to contain every element within.
1302,Alatreon Riptalon,material,,11,,8000,,,Fang,Violet,Very rare Alatreon material. Emits malevolence that makes one think of only evil intentions.
1303,Alatreon Direwing,material,,11,,10700,,,Wing,Violet,"Very rare Alatreon material. Rumored to be capable of ripping through space, time, and the world."
1304,Alatreon Diretail,material,,11,,11100,,,Tail,Violet,"Very rare Alatreon material. Obtained by carving its severed tail. Is this real, or merely a dream?"
1305,Skyswayer,material,,11,,11500,,,Fang,Violet,Very rare Alatreon material. These convoluted horns are the finest specimen known to exist.
1306,Azure Dragonsphire,material,,12,,24000,,,Mantle,Violet,Very rare Alatreon material. Obtaining this brilliant gem heralds the end of the world.
1311,Fatalis Shard,material,,11,,,,,Scale,Gray,
1312,Fatalis Cortex,material,,11,,,,,Carapace,Gray,
1313,Fatalis Pectus,material,,11,,,,,Carapace,Gray,
1314,Fatalis Hardhorn,material,,11,,,,,Fang,Gray,
1315,Fatalis Evil Eye,material,,11,,,,,Jaw,Gold,
1316,Fatalis Fellwing,material,,11,,,,,Wing,Gray,
464,Behemoth Mane,material,,7,,8000,,,Body,Violet,Rare Behemoth material. Tinged with magical power that can summon meteors from the heavens.
465,Behemoth Bone,material,,7,,7000,,,Bone,Violet,Rare Behemoth material. Bone so absurdly strong that it can even knock out legendary heroes.
466,Behemoth Great Horn,material,,8,,15000,,,Fang,Violet,Rare Behemoth material. The ominous light that this horn emits leaves even the Warriors of Light shaken.
467,Behemoth Shearclaw,material,,8,,10000,,,Fang,Violet,Rare Behemoth material. These claws cut down weaker prey in a single blow.
468,Behemoth Tail,material,,8,,12000,,,Tail,Violet,"Rare Behemoth material. A thick, muscular tail that sweeps away all threats."
469,Aetheryte Shard,material,,7,,5000,,,Ore,White,"A fragment of a glittering crystal. Contains an unknown, otherworldly energy called ""aether."""
673,Leshen Claw,material,,6,,3000,,,Fang,DarkGreen,A rare sharp leshen claw. One hit is enough to leave a deep gash on its victim.
664,Ancient Leshen Claw,material,,7,,3600,,,Fang,DarkGreen,"Rare material. The claw of an ancient leshen, worshipped as an indigenous god in another world."
665,Leshen Skull,material,,7,,4000,,,Jaw,DarkGreen,"Proof of defeating a leshen. In another world, hunters hang this from their horse saddle to show off."
666,Ancient Leshen Skull,material,,8,,5000,,,Jaw,DarkGreen,Rare ancient leshen material. Embued with powerful magic and harboring unfathomable darkness.
667,Cursed Bone,material,,6,,2800,,,Bone,DarkGreen,Rare material. The bone of a creature that fell prey to a leshen's cunning cruelty.
668,Ancient Cursed Bone,material,,7,,3400,,,Bone,DarkGreen,Rare ancient leshen material. A bone entangled in countless magical branches.
669,Leshen Antlers,material,,6,,3400,,,Fang,DarkGreen,"Rare material. The horrifying antlers of a leshen, nourished by the innate powers of primeval woods."
670,Ancient Leshen Antlers,material,,7,,4000,,,Fang,DarkGreen,"Rare ancient leshen material. Huge, solemn antlers that inspire fear in other creatures."
671,Leshen Resin,material,,6,,2600,,,Liquid,DarkGreen,A lump of resin excreted by a leshen. Contains arcane components that should be handled with care.
674,Mutagen,material,,8,,9600,,,Liquid,DarkGreen,A substance used to augment a witcher's abilities. Redeem at the Resource Center for something nice!?
470,Streamstone Shard,material,,6,,1000,,,Streamstone,Violet,"A rare stone taken from a tempered monster. The longer a beast's reign of terror, the larger the shard."
471,Streamstone,material,,7,,2000,,,Streamstone,Violet,"A rare stone taken from a tempered monster. A crystal of pure power, born of a beast's endless desires."
472,Gleaming Streamstone,material,,8,,3000,,,Streamstone,Violet,A rare stone taken from a tempered monster. Proof that it ruled for an age as a tyrant unchallenged.
473,Warrior's Streamstone: Sword,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in long swords and great swords.
474,Warrior's Streamstone: Blade,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in swords and shields and dual blades.
475,Warrior's Streamstone: Hammer,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in hammers and hunting horns.
476,Warrior's Streamstone: Lance,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in lances and gunlances.
477,Warrior's Streamstone: Axe,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in switch axes and charge blades.
478,Warrior's Streamstone: Shaft,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in insect glaives and bows.
479,Warrior's Streamstone: Ranged,material,,6,,10000,,,Streamstone,White,A material used by champions of old. Used to bring out the hidden power in light bowguns and heavy bowguns.
480,Hero's Streamstone: Sword,material,,8,,20000,,,Streamstone,Beige,A material used by legendary heroes. Used to bring out the hidden power in long swords and great swords.
481,Hero's Streamstone: Blade,material,,8,,20000,,,Streamstone,Beige,A material used by legendary heroes. Used to bring out the hidden power in swords and shields and dual blades.
482,Hero's Streamstone: Hammer,material,,8,,20000,,,Streamstone,Beige,A material used by legendary heroes. Used to bring out the hidden power in hammers and hunting horns.
483,Hero's Streamstone: Lance,material,,8,,20000,,,Streamstone,Beige,A material used by legendary heroes. Used to bring out the hidden power in lances and gunlances.
484,Hero's Streamstone: Axe,material,,8,,20000,,,Streamstone,Beige,A material used by legendary heroes. Used to bring out the hidden power in switch axes and charge blades.
485,Hero's Streamstone: Shaft,material,,8,,20000,,,Streamstone,Beige,A material used by legendary heroes. Used to bring out the hidden power in insect glaives and bows.
